Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,Association,OverDue,Images,Comments,Documents,Project,Report Forms Status,Report Forms Group
F1.398110,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,26/05/2020,Site Management,08/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F1.398008,Closed,Block 4>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,26/05/2020,Quality 00 General,10/08/2020,0,0,,FALSE,FALSE,TRUE,TRUE,1328,Closed,Quality
F1.398005,Closed,5. Moss Street (East Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,26/05/2020,Quality 00 General,29/05/2020,0,0,,FALSE,FALSE,TRUE,TRUE,1328,Closed,Quality
F1.397996,Closed,6. Townsend Street (North Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,26/05/2020,Quality 00 General,29/05/2020,0,0,,FALSE,FALSE,TRUE,FALSE,1328,Closed,Quality
F129620.2,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,26/05/2020,Safety Forms,12/06/2020,0,13,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F108023.83,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,26/05/2020,Quality 02 Architectural,02/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F1.397654,Closed JPC Sign Off,1st Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),26/05/2020,Quality 01 Structural,21/07/2020,0,0,parent,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F108023.82,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,26/05/2020,Quality 02 Architectural,02/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.252,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,25/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F108023.81,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,25/05/2020,Quality 02 Architectural,29/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F108023.80,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,25/05/2020,Quality 02 Architectural,29/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F129620.1,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,23/05/2020,Site Management,23/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Site Management
F108023.79,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,22/05/2020,Quality 02 Architectural,28/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F108023.78,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,22/05/2020,Quality 02 Architectural,28/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.251,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,22/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F118318.249,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F116412.246,Open / Ongoing Works,6th Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),21/05/2020,Quality 01 Structural,21/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F116412.245,Open / Ongoing Works,5th Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),21/05/2020,Quality 01 Structural,21/05/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Open,Quality
F116412.244,Open / Ongoing Works,5th Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),21/05/2020,Quality 01 Structural,21/05/2020,0,0,,FALSE,TRUE,TRUE,TRUE,1328,Open,Quality
F116412.243,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,21/05/2020,Site Management,21/05/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Open,Site Management
F116412.242,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,21/05/2020,Site Management,21/05/2020,0,0,,FALSE,FALSE,TRUE,FALSE,1328,Open,Site Management
F1.395430,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,20/05/2020,Site Management,08/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F118318.248,Open / Ongoing Works,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,20/05/2020,Safety Forms,20/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Safety
F116412.241,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,20/05/2020,Site Management,20/05/2020,0,0,,FALSE,FALSE,TRUE,FALSE,1328,Open,Site Management
F1.394563,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,19/05/2020,Site Management,08/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F118318.247,Open / Ongoing Works,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,19/05/2020,Safety Forms,19/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Safety
F116412.240,Open / Ongoing Works,General Site Plan>JPC Project Management,QM-FRM-QC-009 Quality Control Record,19/05/2020,Quality 00 General,19/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F1.393494,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,18/05/2020,Site Management,08/09/2020,0,0,,FALSE,FALSE,TRUE,FALSE,1328,Closed,Site Management
F118318.246,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,18/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Closed,Safety
F74906.88,Opened,Site Management>JPC Project Management,CM-EHS-FRM-008 Daily Site Access Register,18/05/2020,Safety Forms,18/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Safety
F1.392404,Closed,6th Floor Plan>Block 4>ITP 01 Structural>QC & BC(A)R,QM-FRM-QC-008 Non Conformance Record (NCR),15/05/2020,Quality 00 General,08/09/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Quality
F1.388934,Closed,1328 - Townsend St,JPC-HR-FRM-001 - Training Record,11/05/2020,BU - Head Office,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F1.388902,Closed,1328 - Townsend St,JPC-HR-FRM-001 - Training Record,11/05/2020,BU - Head Office,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F77029.52,Completed and signed off,1328 - Townsend St,CM-EHS-FRM-008 Daily Site Access Register,01/05/2020,Safety Forms,01/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F113721.63,JPC Sign Off / Closed,7th Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,Qm-CL-CS-112 Structural Steel Inspection,03/06/2020,Quality 01 Structural,20/07/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Closed,Quality
F118318.262,Open / Ongoing Works,RM.03.360>Area 3>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-221 Bathroom POD Inspection,03/06/2020,Quality 02 Architectural,03/06/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Open,Quality
F118318.261,Open / Ongoing Works,RM.03.358>Area 3>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-221 Bathroom POD Inspection,03/06/2020,Quality 02 Architectural,03/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.260,Open / Ongoing Works,RM.03.356>Area 3>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-221 Bathroom POD Inspection,03/06/2020,Quality 02 Architectural,03/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.259,Open / Ongoing Works,RM.03.354>Area 3>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-221 Bathroom POD Inspection,03/06/2020,Quality 02 Architectural,03/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.258,Open / Ongoing Works,RM.03.315>Area 1>3rd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-008 Non Conformance Record (NCR),03/06/2020,Quality 00 General,03/06/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Open,Quality
F122196.53,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,29/05/2020,Safety Forms,12/06/2020,0,6,parent,FALSE,FALSE,FALSE,FALSE,1328,Closed,Safety
F90895.75,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,29/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F90895.74,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,29/05/2020,Safety Forms,12/06/2020,0,11,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F108023.86,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,29/05/2020,Quality 02 Architectural,19/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F108023.85,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,29/05/2020,Quality 02 Architectural,05/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F122196.52,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,29/05/2020,Site Management,29/05/2020,0,0,,FALSE,TRUE,TRUE,TRUE,1328,Open,Site Management
F116412.250,Open / Ongoing Works,2nd to 3rd Floor>5. Moss Street (East Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-009 Quality Control Record,28/05/2020,Quality 00 General,28/05/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Open,Quality
F84104.780,Closed JPC Reviewed,03 Material Deliveries>Site Management>JPC Project Management,QM-FRM-CS-104 Material Movement Record,28/05/2020,Quality 01 Structural,28/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F90895.73,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,28/05/2020,Safety Forms,12/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F118318.255,Completed and signed off,ITP 02 Architectural & M&E Services>QC & BC(A)R,EHS Managment Inspection - Daily,28/05/2020,Safety Forms,12/06/2020,0,10,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F108023.84,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,28/05/2020,Quality 02 Architectural,19/06/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F1.399586,JPC Sign Off,ITP 04 M&E Services>QC & BC(A)R,QM-FRM-ME-401 M&E Benchmark Inspection,28/05/2020,Quality 04 MEP Services,29/06/2020,0,0,,FALSE,TRUE,TRUE,TRUE,1328,Closed,Quality
F1.399583,JPC Sign Off,ITP 04 M&E Services>QC & BC(A)R,QM-FRM-ME-401 M&E Benchmark Inspection,28/05/2020,Quality 04 MEP Services,23/06/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Closed,Quality
F118318.254,Open / Ongoing Works,Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-QC-008 Non Conformance Record (NCR),28/05/2020,Quality 00 General,28/05/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Open,Quality
F1.399573,Closed,ITP 04 M&E Services>QC & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,28/05/2020,Quality 00 General,10/08/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.399554,Closed,ITP 04 M&E Services>QC & BC(A)R,QM-FRM-QC-010 RFIT - Request for Inspection or Test,28/05/2020,Quality 00 General,10/08/2020,0,0,,FALSE,FALSE,TRUE,TRUE,1328,Closed,Quality
F122196.51,Opened,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,28/05/2020,Site Management,28/05/2020,0,0,,FALSE,TRUE,TRUE,TRUE,1328,Open,Site Management
F1.374435,Open / Ongoing Works,1328 - Townsend St,QM-FRM-QC-008 Non Conformance Record (NCR),09/04/2020,Quality 00 General,09/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Open,Quality
F1.372975,Open / Ongoing Works,1328 - Townsend St,QM-FRM-QC-008 Non Conformance Record (NCR),07/04/2020,Quality 00 General,07/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Open,Quality
F1.370738,JPC Sign Off / Closed,Foundations>Block 2>ITP 01 Structural>QC & BC(A)R,QM-CL-ME-405 Lightning Protection & Earthing Inspection,02/04/2020,Quality 04 MEP Services,06/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.370401,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),01/04/2020,Quality 00 General,17/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F1.370356,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),01/04/2020,Quality 00 General,16/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.370340,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),01/04/2020,Quality 00 General,16/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.370325,JPC Sign Off / Closed,Ground Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),01/04/2020,Quality 00 General,16/07/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F1.370313,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),01/04/2020,Quality 00 General,16/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.368275,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/03/2020,Safety Forms,31/03/2020,0,6,parent,FALSE,FALSE,FALSE,FALSE,1328,Closed,Safety
F120172.69,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,27/03/2020,Quality 02 Architectural,22/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F120172.67,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,27/03/2020,Quality 02 Architectural,29/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F120172.66,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,27/03/2020,Quality 02 Architectural,22/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F113721.32,JPC Sign Off / Closed,Roof Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-111 Pre-cast Concrete Inspection,27/03/2020,Quality 01 Structural,20/07/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.764,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/03/2020,Safety Forms,31/03/2020,0,9,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F113721.31,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,27/03/2020,Site Management,06/04/2020,0,0,,FALSE,FALSE,TRUE,FALSE,1328,Closed,Site Management
F90895.71,Closed,1328 - Townsend St,EHS Inspection.,27/03/2020,Safety Forms,31/03/2020,0,8,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F1.367936,JPC Sign Off / Closed,2nd Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-111 Pre-cast Concrete Inspection,27/03/2020,Quality 01 Structural,17/06/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F90895.70,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,27/03/2020,Safety Forms,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F118318.245,Completed and signed off,1328 - Townsend St,1328 CM-SM-FRM-001 Site Diary,27/03/2020,Site Management,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F1.367705,3rd Party Sign Off - Closed,1st Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,QM-FRM-BCAR-100 Structural BCAR Inspection,26/03/2020,Design Team / BC(A)R,18/08/2020,0,1,parent,FALSE,FALSE,FALSE,TRUE,1328,Closed,Design Team
F1.367704,3rd Party Sign Off - Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-BCAR-100 Structural BCAR Inspection,26/03/2020,Design Team / BC(A)R,19/08/2020,0,1,parent,FALSE,FALSE,TRUE,TRUE,1328,Closed,Design Team
F1.367689,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,26/03/2020,Site Management,02/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Site Management
F110032.27,Closed JPC Sign Off,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),26/03/2020,Quality 01 Structural,14/07/2020,0,0,parent,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F110032.26,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-CL-CS-111 Pre-cast Concrete Inspection,26/03/2020,Quality 01 Structural,03/04/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F84104.763,Closed JPC Sign Off,1st Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),26/03/2020,Quality 01 Structural,01/04/2020,0,0,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F84104.761,Open / Ongoing Works,Foundations>Block 2>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),26/03/2020,Quality 00 General,26/03/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Open,Quality
F84104.760,Closed,7th Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),26/03/2020,Quality 00 General,31/03/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F90895.69,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,26/03/2020,Safety Forms,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F84104.759,Closed,7th Floor Plan>Block 3>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),26/03/2020,Quality 00 General,03/04/2020,0,0,,FALSE,TRUE,FALSE,TRUE,1328,Closed,Quality
F118318.244,Open / Ongoing Works,RM.02.207>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),26/03/2020,Quality 02 Architectural,26/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.243,Completed and signed off,1328 - Townsend St,1328 CM-SM-FRM-001 Site Diary,26/03/2020,Site Management,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F84104.758,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,26/03/2020,Site Management,06/04/2020,0,0,,FALSE,TRUE,TRUE,FALSE,1328,Closed,Site Management
F1.369844,3rd Party Sign Off - Closed,5. Moss Street (East Elevation)>Elevations>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-FRM-ARC-201 Benchmark / Sample Form,31/03/2020,Quality 02 Architectural,27/07/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F1.369749,JPC Sign Off / Closed,Ground Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,QM-FRM-GEN-001 Non Conformance Record (NCR),31/03/2020,Quality 00 General,16/07/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Quality
F1.368310,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,27/03/2020,Site Management,02/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Site Management
F1.367032,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,25/03/2020,Site Management,02/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Site Management
F1.367030,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,25/03/2020,Site Management,02/04/2020,0,0,,FALSE,FALSE,FALSE,TRUE,1328,Closed,Site Management
F90895.68,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,25/03/2020,Safety Forms,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F118318.242,Completed and signed off,1328 - Townsend St,1328 CM-SM-FRM-001 Site Diary,25/03/2020,Site Management,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
F122196.45,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,25/03/2020,Site Management,06/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Site Management
F90895.67,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Safety
F1.366237,JPC Sign Off / Closed,1st Floor Plan>Block 1>ITP 01 Structural>QC & BC(A)R,Qm-CL-CS-112 Structural Steel Inspection,24/03/2020,Quality 01 Structural,03/04/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F113721.28,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,27/03/2020,0,5,parent,FALSE,FALSE,FALSE,FALSE,1328,Closed,Safety
F120172.61,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,24/03/2020,Quality 02 Architectural,18/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F120172.60,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,24/03/2020,Quality 02 Architectural,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F120172.59,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,24/03/2020,Quality 02 Architectural,18/05/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F120172.58,Ready to be delivered,QC Training Records>Quality Management>JPC Project Management,B-Pod - Bathroom Pod ITP Inspection.,24/03/2020,Quality 02 Architectural,27/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F1.366033,Closed JPC Sign Off,Ground Floor Plan>Block 2>ITP 01 Structural>QC & BC(A)R,1328 QM-CL-CS-110 Concreting Inspection (In Situ),24/03/2020,Quality 01 Structural,01/04/2020,0,0,parent,FALSE,TRUE,FALSE,FALSE,1328,Closed,Quality
F118318.241,Open / Ongoing Works,RM.02.206>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),24/03/2020,Quality 02 Architectural,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.240,Open / Ongoing Works,RM.02.215>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),24/03/2020,Quality 02 Architectural,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.239,Open / Ongoing Works,RM.02.211>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),24/03/2020,Quality 02 Architectural,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.238,Open / Ongoing Works,RM.02.209>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),24/03/2020,Quality 02 Architectural,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F118318.237,Open / Ongoing Works,RM.02.201>Area 1>2nd Floor Plan>Block 3>ITP 02 Architectural & M&E Services>QC & BC(A)R,QM-CL-ARC-204 Void Closure Sign Off (Walls and Ceilings),24/03/2020,Quality 02 Architectural,24/03/2020,0,0,,FALSE,TRUE,FALSE,FALSE,1328,Open,Quality
F122196.43,Completed and signed off,01 Daily Site Diary>Site Management>JPC Project Management,1328 CM-SM-FRM-001 Site Diary,24/03/2020,Site Management,06/04/2020,0,0,,FALSE,TRUE,TRUE,TRUE,1328,Closed,Site Management
F118318.236,Completed and signed off,1328 - Townsend St,1328 CM-SM-FRM-001 Site Diary,24/03/2020,Site Management,11/05/2020,0,0,,FALSE,FALSE,FALSE,FALSE,1328,Closed,Site Management
